id,kind,sha,created,license,params,base_model,tier,relation,parent,decision_contract_evidence,note
ait-hf/certus-jev-like-v0007,model,1cad9a351d82516c13763ea26da560acd7f631a9,2026-09-22T15:57:26.000Z,apache-2.0,,Qwen/Qwen2.5-1.5B-Instruct,T1,,,- system-one    - lora    - calibrated    - classification    - ro,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
tasksource/modernbert-tasksource-jev,model,65ec155c99dd98f6f3d08bb7d557ed6fe344eeac,2026-09-22T16:27:43.000Z,apache-2.0,152711041,,T1,,,modernbert - classification - noul - scoring - tasksource - jev,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
tianxinwei/JevAny-27B-SFT,model,ad7b48b7056a9742f54aacc9b98b6b46dc2ce167,2026-09-22T18:30:23.000Z,apache-2.0,,Qwen/Qwen3.8-27B,T1,,,- decision-model   - lora   - calibration   - agents ---  # JevAny-2,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
tianxinwei/JevAny-27B-RLCR,model,078883b2edbab687585bc86fe5508059756c7f09,2026-09-22T18:30:24.000Z,apache-2.0,,Qwen/Qwen3.8-27B,T1,,,- decision-model   - lora   - calibration   - reinforcement-learning,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
guanxuyu/visual-jev-4b-answer-sft,model,7a3f1bb0d8f7bfbbd8514d968ab7de3518849c8d,2026-09-23T07:29:28.000Z,apache-2.0,,Qwen/Qwen3-VL-4B-Instruct,T1,,,one we trained. We also built typed decision heads on top of the same inte,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
DawoodKMasood/jev-gemma-3-270m,model,2cfe8264d8510d752c8f261ff04b7c9dfea9f8a1,2026-09-23T11:20:21.000Z,,,google/gemma-3-270m-it,T1,,,ield and were not temperature-calibrated. If the correct value is ab,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
killkli/open-jev-laya-multilingual-onnx,model,643219b2b3a112ff1c40fb1143f050aa871f76f7,2026-09-23T11:27:30.000Z,apache-2.0,,,T2,format_conversion,convaiinnovations/laya,"n covering choice, score, and noul questions, fp16 agreed with f",name/base_model references laya
autotrust/JEV,model,b0140c726e148809e60cae202b12c4e40629236f,2026-09-23T12:08:52.000Z,apache-2.0,7936684544,Qwen/Qwen3.5-9B,T1,,,isions   - decision-model   - calibrated-probabilities   - knowledge,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
Ruiruiz30/Jev-Omni-MLX-4bit,model,3ec255958b8b650e8d01be10af7e11741867ce3f,2026-09-23T16:58:03.000Z,apache-2.0,11959730224,akhilaaa3/Jev-Omni,T2,format_conversion,akhilaaa3/Jev-Omni,"point and its trained 256-way decision head, then converts the language-m",format_conversion of base_model akhilaaa3/Jev-Omni (chained by name pattern + base_model field)
DKNTZMN/gan8-vs-jev,model,858902d852eabf1ab57a896ae2b9ef87d7d8210a,2026-09-23T17:09:38.000Z,apache-2.0,,,T1,,,ped-decision   - judgment   - noul   - multi-generator library_n,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
alibiserikbay/JevK5-GGUF,model,c57b064f8f4e5b4d7741db4c34ea0b4a2661349d,2026-09-23T20:02:44.000Z,apache-2.0,,alibiserikbay/JevK5,T2,format_conversion,alibiserikbay/JevK5,typed-decisions - jevbench - calibration ---  # JevK5 GGUF: typed d,format_conversion of base_model alibiserikbay/JevK5 (chained by name pattern + base_model field)
alibiserikbay/JevK5-2B,model,7922d1f55df137b72ef763fced56fd09efc5e99d,2026-09-23T20:13:02.000Z,apache-2.0,1881825088,Qwen/Qwen3.5-2B,T1,,,ns - self-hosted - jevbench - calibration ---  # JevK5-2B v0.2: the,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
Fr0zencr4nE/jev-spatial,model,5727eade6e1af2750ff852b1b1e90bb1f41a0602,2026-09-24T02:41:26.000Z,apache-2.0,,allenai/Molmo2-ER,T1,,,</div>  **Jev-Spatial** is a *System One* spatial-intelligence model b,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
divyanshx11/JEVision,model,324698caa13e08c8b92f72a32eff2280b1360303,2026-09-24T07:21:21.000Z,apache-2.0,,Qwen/Qwen3.5-0.8B-Base,T1,,,text   - qwen3.5   - lora   - typesafe ---  # JEVision  ### Give the,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
Quazim0t0/Byrne-Jev-79M,model,d492e75cec8597901c063986bbd4c983f2a5634c,2026-09-24T13:13:58.000Z,apache-2.0,,,T1,,,decision** model. Same job as TypeSafe's Jev and convaiinnovations',"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
SargeDev/jev-distill-corpus,model,e41446dbaf63ec40f5d4c69b91b7f2f45129cd1c,2026-09-18T02:11:37.000Z,apache-2.0,,,T1,,,"e, outputs P(relevant) as the calibrated `yes` probability read from","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
kokuren/jp-sns-jev7-estimator,model,ac3b5a7352ca7d74480c31ce994adad177a2072e,2026-09-18T14:48:25.000Z,apache-2.0,,line-corporation/line-distilbert-base-japanese,T2,format_conversion,line-corporation/line-distilbert-base-japanese,"distilled teacher scores, not calibrated probabilities**.  They shou",format_conversion of base_model line-corporation/line-distilbert-base-japanese (chained by name pattern + base_model field)
AndeyTait/JevForge-0.8B,model,a7e0e71a8265ed8c4e492e4574b51afa85a85f6a,2026-09-19T11:22:45.000Z,apache-2.0,,Qwen/Qwen3.5-0.8B,T1,,,"ackbone, adds a shared scalar decision head, and returns a probability di","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
jaswanthsanjay88/jev-0.5b,model,1044b44b581655695f0f3ae7d54a3296d807ecda,2026-09-19T20:15:01.000Z,,,Qwen/Qwen2.5-0.5B,X,,,ags: - decision-model - jev - typesafe - lora - prefill-only ---  #,decision-contract language present but no own-training evidence found by rule; needs manual read
rdxtremity/jev-reranking,model,cae796ea57a9d872bc11d35684163e684ffed87b,2026-09-20T07:43:40.000Z,apache-2.0,,,X,,,none found,no decision-contract evidence found in card
onnx-community/open-jev-deberta-v3-large-ONNX,model,7c79f25b5ac496089f448a969c801872ad59d31c,2026-09-20T08:01:50.000Z,apache-2.0,,microsoft/deberta-v3-large,T2,format_conversion,microsoft/deberta-v3-large,ns go into a single sequence; one forward pass returns a logit per (question,format_conversion of base_model microsoft/deberta-v3-large (chained by name pattern + base_model field)
NicolaiMTLassen/bonzi-4b-v1-jev,model,d55450842269c84ce74d296e9141e69aac2720ca,2026-09-20T09:15:07.000Z,mit,,prism-ml/Bonsai-4B-gguf,T2,format_conversion,prism-ml/Bonsai-4B-gguf,age-inference           name: Typed decision (3-way NLI)         dataset:,format_conversion of base_model prism-ml/Bonsai-4B-gguf (chained by name pattern + base_model field)
NicolaiMTLassen/bonzi-8b-v1-jev,model,588bc44eefc3e8c0111717761fd190a3eb8a8bea,2026-09-20T09:15:08.000Z,mit,,prism-ml/Bonsai-8B-gguf,T2,format_conversion,prism-ml/Bonsai-8B-gguf,age-inference           name: Typed decision (3-way NLI)         dataset:,format_conversion of base_model prism-ml/Bonsai-8B-gguf (chained by name pattern + base_model field)
NicolaiMTLassen/bonzi-27b-v1-jev,model,2fb8061abd789679bda5679f82c5e29584763829,2026-09-20T09:15:08.000Z,mit,,prism-ml/Bonsai-27B-gguf,T2,format_conversion,prism-ml/Bonsai-27B-gguf,age-inference           name: Typed decision (3-way NLI)         dataset:,format_conversion of base_model prism-ml/Bonsai-27B-gguf (chained by name pattern + base_model field)
NicolaiMTLassen/bonzi-8b-ternary-v1-jev,model,47b6618752bdc110d78b464589ed44015802349f,2026-09-20T09:15:09.000Z,mit,,prism-ml/Ternary-Bonsai-8B-gguf,T2,format_conversion,prism-ml/Ternary-Bonsai-8B-gguf,age-inference           name: Typed decision (3-way NLI)         dataset:,format_conversion of base_model prism-ml/Ternary-Bonsai-8B-gguf (chained by name pattern + base_model field)
Nebulaw1/jev-qwen3.5-4b-legal-lora,model,db56976c1cc309fa59623817cc9ff330ffc59a38,2026-09-20T09:55:24.000Z,apache-2.0,,Qwen/Qwen3.5-4B-Base,T1,,,"l scores candidate letters in one forward pass, using the original output he","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
Nebulaw1/jev-qwen3.5-0.8b-legal-lora,model,069b42d0c26c29937debdfe4729923e20711d975,2026-09-20T09:56:09.000Z,apache-2.0,,Qwen/Qwen3.5-0.8B-Base,T1,,,"l scores candidate letters in one forward pass, using the original output he","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
kushalpatil/jevify-gemma4-e4b,model,a6b5a716f5d7dba2949c14f2c9e93227956e935d,2026-09-20T10:20:25.000Z,gemma,7941100874,google/gemma-4-E4B-it,X,,,"ags: [jevify, classification, calibration, probabilistic, gemma4, lo",decision-contract language present but no own-training evidence found by rule; needs manual read
kushalpatil/jevify-gemma4-e4b-lora,model,cca1f55e19f59dd493928459c4551131d10fdff9,2026-09-20T10:20:56.000Z,,,google/gemma-4-E4B-it,X,,,none found,no decision-contract evidence found in card
kushalpatil/jevify-gemma4-26b-a4b-lora,model,ec4a3d221b0989853e8a7ab0f55ef38945ff3a92,2026-09-20T10:26:24.000Z,,,google/gemma-4-26B-A4B-it,X,,,none found,no decision-contract evidence found in card
mradermacher/jevify-gemma4-26b-a4b-GGUF,model,8917f8f469b91a789fe1dc5ae6835f6da5f3dd0f,2026-09-20T15:14:53.000Z,gemma,,kushalpatil/jevify-gemma4-26b-a4b,T2,format_conversion,kushalpatil/jevify-gemma4-26b-a4b,: - jevify - classification - calibration - probabilistic - gemma4 -,format_conversion of base_model kushalpatil/jevify-gemma4-26b-a4b (chained by name pattern + base_model field)
rAVEUK/open-jev-deberta-v3-large,model,7beac18983e6df5a12e1038c6ce44762cc937dcc,2026-09-20T21:04:09.000Z,apache-2.0,434012160,microsoft/deberta-v3-large,T2,other,zefancai/open-jev,ers tags: - typed-decisions - calibrated - decision-model - open-jev,name/base_model references open-jev-deberta
Praveenrajus/jevify-qwen3.5-4b,model,9a012c8396d20cbf009b7c6ae16e0cfcf2e4e55b,2026-09-21T02:28:03.000Z,apache-2.0,,Qwen/Qwen3.5-4B,T1,,,", system-one, decision-model, calibration, jev] base_model: Qwen/Qwe","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
Praveenrajus/jevify-qwen3.5-2b,model,0b2fdc92d7cf984eed648580e6bbf1312ba94fda,2026-09-21T02:28:33.000Z,apache-2.0,,Qwen/Qwen3.5-2B,T1,,,", system-one, decision-model, calibration, jev] base_model: Qwen/Qwe","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
Raymond1122/metask-jev-4b-policy-mix,model,94c654d1defd0ece5d1aa626736810349c29a9d5,2026-09-21T03:19:15.000Z,apache-2.0,4539265536,Qwen/Qwen3.5-4B,T2,merge,Qwen/Qwen3.5-4B,en tags: - typed-decisions - calibrated-classification - system-one,merge of base_model Qwen/Qwen3.5-4B (chained by name pattern + base_model field)
SargeDev/jev-gate-student-b,model,39efb742e6df0c812cab556b82b19dc90e762081,2026-09-21T03:30:50.000Z,apache-2.0,,,T1,,,"e, outputs P(relevant) as the calibrated `yes` probability read from","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
wayfind/metask-jev-4b-policy-mix,model,ea20fe85b28733b1522721dec119bec50947a869,2026-09-21T03:50:18.000Z,apache-2.0,4539265536,Qwen/Qwen3.5-4B,T2,merge,Qwen/Qwen3.5-4B,de tags: - typed-decisions - calibrated-classification - system-one,merge of base_model Qwen/Qwen3.5-4B (chained by name pattern + base_model field)
SeanLiu/Jev-Vision,model,dc2d645b9d019e66b8f63def5c8a8be842448f4c,2026-09-21T11:25:00.000Z,apache-2.0,,Qwen/Qwen3-VL-8B-Instruct,T1,,,"9, 8B): an open-weight vision decision model  A LoRA adapter (r=64 on the","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
argos1111/sarashina2.2-vision-3b-mmproj-jev-f16,model,09ce275e3473c2127c5d1211a1a644fd93e5b03b,2026-09-21T12:50:00.000Z,mit,,sbintuitions/sarashina2.2-vision-3b,T2,format_conversion,sbintuitions/sarashina2.2-vision-3b,none found,format_conversion of base_model sbintuitions/sarashina2.2-vision-3b (chained by name pattern + base_model field)
xiq/xiq-vl-jev,model,71ab9e9ecc846752c1a6c4d2d33857fb68ee5e47,2026-09-21T13:21:27.000Z,,,,X,,,none found,empty or missing card
SargeDev/jev-gate-student-b-merged,model,57f4a1fc16f04497ee072d2963e49f8b53533dfa,2026-09-21T16:39:06.000Z,apache-2.0,494032768,Qwen/Qwen2.5-0.5B-Instruct,T2,merge,Qwen/Qwen2.5-0.5B-Instruct,em-one    - distillation    - calibrated-classification    - memory-,merge of base_model Qwen/Qwen2.5-0.5B-Instruct (chained by name pattern + base_model field)
marcmagn1/jev-08b-typed-r1,model,5d5db74f33bcdbd4c6f6f904ddf470e3b8dbcc95,2026-09-21T20:23:15.000Z,,,,X,,,none found,empty or missing card
mchen04/jev-local-lab-decision-heads,model,2d4dd9c2a384c3694d6ac903fc228ef8cd083e74,2026-09-21T21:31:35.000Z,other,,mlx-community/Qwen2.5-1.5B-Instruct-4bit,T2,format_conversion,mlx-community/Qwen2.5-1.5B-Instruct-4bit,-project ---  # jev-local-lab decision heads (phase 3)  Hi — this is **fo,format_conversion of base_model mlx-community/Qwen2.5-1.5B-Instruct-4bit (chained by name pattern + base_model field)
mchen04/jevlite-decision-heads,model,bf688960aad10873819f8c2689d451ded854dd8c,2026-09-21T21:31:36.000Z,other,,mlx-community/Qwen2.5-1.5B-Instruct-4bit,T2,format_conversion,mlx-community/Qwen2.5-1.5B-Instruct-4bit,- side-project ---  # jevlite decision heads (phases 1–2)  Hi — **for-fun,format_conversion of base_model mlx-community/Qwen2.5-1.5B-Instruct-4bit (chained by name pattern + base_model field)
Praveenrajus/jevify-qwen3-vl-2b,model,68c34d81dd5ff609404fc136acedf9d3272a2665,2026-09-21T21:41:53.000Z,apache-2.0,,Qwen/Qwen3-VL-2B-Instruct,T1,,,"t  tags: [jevify, system-one, calibrated-decisions, vision-language]","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
MissingPackage/jev-d-0.4b-onnx,model,ce76d6c9fe5c87a829de947ebd644511179aebaf,2026-09-21T23:20:54.000Z,apache-2.0,,convaiinnovations/laya-typed-decisions,T2,format_conversion,convaiinnovations/laya-typed-decisions,none found,format_conversion of base_model convaiinnovations/laya-typed-decisions (chained by name pattern + base_model field)
Praveenrajus/jevify-qwen3.5-4b-t2,model,61a5cf08530f1599227efb1a685ee84d7cf4ec51,2026-09-22T00:19:09.000Z,apache-2.0,,Qwen/Qwen3.5-4B,T1,,,", system-one, decision-model, calibration, jev]  base_model: Qwen/Qw","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
ohtaman/jev-gemma-4-E2B-it-choice-64,model,3d403b990eaada5e70afd86cf4d226d84c820ed6,2026-09-22T01:40:20.000Z,apache-2.0,,google/gemma-4-E2B-it,T2,format_conversion,google/gemma-4-E2B-it,"is a relative score, **not a calibrated probability**.  ## Files an",format_conversion of base_model google/gemma-4-E2B-it (chained by name pattern + base_model field)
Praveenrajus/jevify-qwen3-vl-2b-t2,model,46e8e72c27b50fe08f671bdf6b0e013acee5aae6,2026-09-22T03:18:50.000Z,apache-2.0,,Qwen/Qwen3-VL-2B-Instruct,T1,,,"t  tags: [jevify, system-one, calibrated-decisions, vision-language]","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
WIlfLin/JEV-Qwen3.5-0.8B-Base,model,b60de89c290ff4112510f1e7d138318d812ee567,2026-09-22T03:46:54.000Z,apache-2.0,873438784,Qwen/Qwen3.5-0.8B,X,,,"en3.5. This is **not official TypeSafe Jev**. ""Base"" means our basel","card states no weights / no own training (an inference recipe over another model, not a trained decision head)"
WIlfLin/JEV-Qwen3.5-9B-Base-NVFP4,model,1b545cf7d0ce626e6b0fc574d8d82459b66f8335,2026-09-22T03:47:18.000Z,apache-2.0,9409813744,ig1/Qwen3.5-9B-NVFP4,T2,quantization,ig1/Qwen3.5-9B-NVFP4,"en3.5. This is **not official TypeSafe Jev**. ""Base"" means our basel",quantization of base_model ig1/Qwen3.5-9B-NVFP4 (chained by name pattern + base_model field)
top7777/jev-schema-scorer-deberta-v3-large,model,337ab3fb17c7dae744c672532e4a539c51c1785d,2026-09-22T03:49:56.000Z,mit,435062785,microsoft/deberta-v3-large,T1,,,"ption id + probabilities | | `noul` | optional `criteria: {""true","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
WIlfLin/JEV-Qwen3.8-27B-NVFP4-Runtime,model,99d7e45f7468a37158fa605e075c604774459319,2026-09-22T06:25:03.000Z,apache-2.0,,RadixArk/Qwen3.8-27B-NVFP4,T2,quantization,RadixArk/Qwen3.8-27B-NVFP4,upstream. Not affiliated with TypeSafe Jev.  The three upstream safe,quantization of base_model RadixArk/Qwen3.8-27B-NVFP4 (chained by name pattern + base_model field)
Omarmahmoud83/jevlite,model,f14a4c49341836044bbe76f37e2c11b52d3cea42,2026-09-22T07:20:21.000Z,,,,X,,,none found,empty or missing card
WIlfLin/JEV-Qwen3.8-Flash-Next-Linear-Runtime,model,1847787ff1e695c1d9af0ab3e53b8bd4afca4d78,2026-09-22T07:30:10.000Z,other,,primitive-ai/Qwen3.8-Flash-Next-mixed-NVFP4-FP8,T2,quantization,primitive-ai/Qwen3.8-Flash-Next-mixed-NVFP4-FP8,probabilities; these are not calibrated correctness estimates. Cont,quantization of base_model primitive-ai/Qwen3.8-Flash-Next-mixed-NVFP4-FP8 (chained by name pattern + base_model field)
sshalimov04/open-jev-base,model,bf071a696e3a6ea486bfc16c22cedbfb9c3ee207,2026-09-22T07:38:45.000Z,mit,,jhu-clsp/mmBERT-small,T1,,,"distillation, cross-encoder, calibrated] ---  # open-jev-base (base","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
Jeuner/jev-maboto,model,bde448885191f1ab078a8781281e17dca9c9037f,2026-09-22T08:06:48.000Z,apache-2.0,,mlx-community/Qwen3-1.7B-4bit,T2,format_conversion,mlx-community/Qwen3-1.7B-4bit,en Nachbaus des [Jev](https://typesafe.ai)-Entscheidungsmodell-Prinz,format_conversion of base_model mlx-community/Qwen3-1.7B-4bit (chained by name pattern + base_model field)
jsaurabh/qwen3.5-9b-jev-data-mix-v2,model,af0d51022410a72218f0ddc7414f877d0556e82d,2026-09-22T08:46:13.000Z,apache-2.0,,Qwen/Qwen3.5-9B,T2,merge,Qwen/Qwen3.5-9B,ined on `Qwen/Qwen3.5-9B` for typed decision scoring with candidate logits,merge of base_model Qwen/Qwen3.5-9B (chained by name pattern + base_model field)
guzus/jev-nyotti,model,732f33063a3825ae5f8d8304a809d59834ab880b,2026-09-22T09:46:25.000Z,apache-2.0,,Qwen/Qwen3.5-4B,X,,,none found,no decision-contract evidence found in card
gionebeats/Open-Jev-2B,model,ba3ebe2043abbb8f378db5c50b28e74ea0733898,2026-09-22T13:21:13.000Z,apache-2.0,,Qwen/Qwen3.5-2B,T2,other,zefancai/open-jev-2b,ained LoRA adapter and scalar decision head for Qwen/Qwen3.5-2B.** This r,name/base_model references open-jev-2b
JonusNattapong/jev-my-bro-th960,model,d2d18940aceaba37a5c9a37bf837e7d8ced2f183,2026-09-22T13:59:13.000Z,apache-2.0,321908998,convaiinnovations/laya-multilingual,T2,other,convaiinnovations/laya-multilingual,accuracy     - type: expected_calibration_error       value: 0.13914,name/base_model references convaiinnovations/laya-multilingual
Praveenrajus/jevify-qwen3.5-4b-t2-lowlr,model,ea252e380edcefa00a0324f0a9925c0573461463,2026-09-22T19:58:02.000Z,apache-2.0,,Qwen/Qwen3.5-4B,T1,,,", system-one, decision-model, calibration, jev]  base_model: Qwen/Qw","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
vigneshlabs/ballot-jev-0.5b,model,bcb1a282b1aaf9616f333f16fd3487107834215a,2026-09-22T20:44:50.000Z,apache-2.0,,Qwen/Qwen2.5-0.5B,T1,,,- permutation-invariance   - calibration   - cpu library_name: pyto,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
asjson/jevson-4b-01,model,a8158c87296dce73d0d6801debf09a63e64730c5,2026-09-23T01:06:47.000Z,apache-2.0,,Qwen/Qwen3-4B,T1,,,"ured-extraction, json-schema, calibrated, lora, qwen3] ---  # jevson","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
SUPER321/jevflash-doom-basic-0.6b,model,c53267bde06400f403e71e920aa2c51409f1ab0d,2026-09-23T01:14:12.000Z,apache-2.0,,Qwen/Qwen3-0.6B-Base,T1,,,n ---  # JevFlash: Doom Basic Decision Model (0.6B)  A from-scratch replic,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
0xSojalSec/Jev-Omni,model,8d32a5cf9d1545abf7f47aa8433f68a8d0dc76f7,2026-09-23T01:20:11.000Z,apache-2.0,,google/gemma-4-12B-it,T1,,,t rights remain separate.  ## Calibration  Medium ECE: **0.0400** (1,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
junetask/Open-Jev-9B,model,b93f228ea875e690a261fd1229b162334614873e,2026-09-23T02:00:48.000Z,apache-2.0,,Qwen/Qwen3.5-9B,T2,other,zefancai/open-jev-9b,ained LoRA adapter and scalar decision head for Qwen/Qwen3.5-9B.** This r,name/base_model references open-jev-9b
guzus/jev-nyotti-action,model,71fb08885879099d9c45be082fd8b0d733b88d07,2026-09-23T04:18:04.000Z,apache-2.0,,,X,,,none found,no decision-contract evidence found in card
JonusNattapong/jev-my-bro-th1200,model,cbf2ad3e88328cea30a929d6d5e4a4da98be0722,2026-09-23T04:59:42.000Z,apache-2.0,321908998,convaiinnovations/laya-multilingual,T2,quantization,convaiinnovations/laya-multilingual,n choice accuracy     - type: noul_accuracy       value: 0.9350,quantization of base_model convaiinnovations/laya-multilingual (chained by name pattern + base_model field)
xuhaodev/Qwen3-1.7B-Jev,model,22e7aa20a4aaeda3a08999c163193c02c9607c9b,2026-09-23T13:34:41.000Z,apache-2.0,,Qwen/Qwen3-1.7B,T1,,,-decisions - non-generative - calibration ---  # Qwen3-1.7B-Jev  A s,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
soyrsoyr/jev-playground-rlcd,model,c42fe0fc0a46929e24cb525678ed17e8ed80e88e,2026-09-23T14:07:32.000Z,mit,,MoritzLaurer/deberta-v3-large-zeroshot-v2.0,T1,,,3-large-zeroshot-v2.0 tags: - calibration - zero-shot-classification,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-v2,model,e7d734bf6f29874368d55889639dcab4fb71117f,2026-09-23T16:16:34.000Z,apache-2.0,1881825088,Qwen/Qwen3.5-2B-Base,T1,,,sion-model - classification - calibration - qwen3.5 - jev-style - si,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-v2-MLX-bf16,model,eb83baf7f3ff202e68afa2c6d48e36b1e040c46e,2026-09-23T16:18:41.000Z,apache-2.0,1881825088,chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-v2,T2,format_conversion,chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-v2,sion-model - classification - calibration - qwen3.5 - jev-style - si,format_conversion of base_model chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-v2 (chained by name pattern + base_model field)
wwydmanski/bielik-minitron-jev-v0.1,model,ac239e3631a4888f580bd2f00bd67720da7675a7,2026-09-23T17:44:45.000Z,apache-2.0,,speakleash/Bielik-Minitron-7B-v3.0-Instruct,T1,,,"tem-one, decision-model, jev, calibration, lora] pipeline_tag: text-","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
lostargon/Tiny-Jev-1.7B,model,c41bcf3f191407c779bd2ebce1b992dd1469437f,2026-09-23T17:57:13.000Z,apache-2.0,1720032257,Qwen/Qwen3-1.7B,T1,,,en-jev   - decision-model   - calibrated   - routing   - classificat,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
fukayatti0/jev-japanese-judgment,model,e1d012f62412b6549132ff12bec6c2ae397ba077,2026-09-23T18:56:38.000Z,other,,LiquidAI/LFM2.5-1.2B-JP-202606,X,,,--- | | Accuracy | 0.938 | | ECE (Expected Calibration Error),decision-contract language present but no own-training evidence found by rule; needs manual read
JonesLin/next-jev-stage1-cot,model,8fd8c0867084fa47e91d89a9bdac887e68310a25,2026-09-23T19:03:23.000Z,,,Qwen/Qwen3.5-0.8B,X,,,none found,no decision-contract evidence found in card
wwydmanski/bielik-minitron-jev-v0.2,model,7b04d30a62cc0387aa29e17fd98ecb32da8b0f92,2026-09-23T19:33:07.000Z,apache-2.0,,speakleash/Bielik-Minitron-7B-v3.0-Instruct,T1,,,"tem-one, decision-model, jev, calibration, lora] pipeline_tag: text-","own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
JonesLin/next-jev-stage2-last-loop,model,2f0aa385e1d25e5302f4ad1576f6e687bd416383,2026-09-23T21:49:03.000Z,,,Qwen/Qwen3.5-0.8B,X,,,none found,no decision-contract evidence found in card
SargeDev/Jev_Qwen3.8-27B,model,dbe134f5cfd084b7a89dc7851db31c83fa8d7434,2026-09-24T00:06:49.000Z,apache-2.0,26895998464,huihui-ai/Huihui-Qwen3.8-27B-abliterated,T1,,,rated tags: - qwen3.8 - 27b - calibrated-judgment - decision-engine,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
ramgpt/Jev_Qwen3.8-27B-GGUF,model,002807d5acdff522de81c72f028ac91b09649474,2026-09-24T02:25:21.000Z,apache-2.0,,SargeDev/Jev_Qwen3.8-27B,T2,format_conversion,SargeDev/Jev_Qwen3.8-27B,en3.8 - qwen3_5 - llama.cpp - calibrated-judgment - decision-engine,format_conversion of base_model SargeDev/Jev_Qwen3.8-27B (chained by name pattern + base_model field)
guoan1/jev-qwen35-08b,model,62986e6dce924fff167dea9d7469b01f9e7e7ff2,2026-09-24T02:29:03.000Z,apache-2.0,,Qwen/Qwen3.5-0.8B-Base,T1,,,n-model   - lora   - peft   - calibration   - system-one   - qwen3.5,"own decision head/recipe evidence in card (LoRA/head/calibration trained), no lineage to a known T1 base_model"
SargeDev/Jev_Qwen3.8-27B-NVFP4-FP8,model,b0efca9253c6f5898cc62098756707c27323107a,2026-09-24T03:03:11.000Z,apache-2.0,21171101568,SargeDev/Jev_Qwen3.8-27B,T2,quantization,SargeDev/Jev_Qwen3.8-27B,fp4 - fp8 - mixed-precision - calibrated-judgment - decision-engine,quantization of base_model SargeDev/Jev_Qwen3.8-27B (chained by name pattern + base_model field)
