source,id,url,created_at,last_modified,downloads,likes_or_stars,license,base_model,description_or_card_snippet,screen_decision,screen_reason
hf_model,WIlfLin/JEV-Qwen3.5-0.8B-Base,https://huggingface.co/WIlfLin/JEV-Qwen3.5-0.8B-Base,2026-09-22T03:46:54.000Z,2026-09-22T06:30:40.000Z,24,0,,,"---
license: apache-2.0
base_model: Qwen/Qwen3.5-0.8B
pipeline_tag: text-classification
tags:
- qwen3_5
- decision-model
- single-forward
- custom-code
---

# JEV-Qwen3.5-0.8B-Base

Jev-style text choice inference using Qwen3.5. This is **not official TypeSafe Jev**.
""Base"" means our baseline choice",include_model,typed decision implementation
hf_model,WIlfLin/JEV-Qwen3.5-9B-Base-NVFP4,https://huggingface.co/WIlfLin/JEV-Qwen3.5-9B-Base-NVFP4,2026-09-22T03:47:18.000Z,2026-09-22T05:59:38.000Z,30,0,,,"---
license: apache-2.0
base_model: ig1/Qwen3.5-9B-NVFP4
pipeline_tag: text-classification
tags:
- qwen3_5
- decision-model
- single-forward
- custom-code
---

# JEV-Qwen3.5-9B-Base-NVFP4

Jev-style text choice inference using Qwen3.5. This is **not official TypeSafe Jev**.
""Base"" means our baseline",include_model,typed decision implementation
hf_model,top7777/jev-schema-scorer-deberta-v3-large,https://huggingface.co/top7777/jev-schema-scorer-deberta-v3-large,2026-09-22T03:49:56.000Z,2026-09-22T03:49:57.000Z,17,0,,,"---
language: en
license: mit
library_name: transformers
base_model: microsoft/deberta-v3-large
pipeline_tag: text-classification
inference: false
tags:
  - deberta-v3
  - schema-conditioned
  - candidate-scoring
  - zero-shot-classification
  - structured-output
---

# Schema-conditioned candidate ",include_model,known decision model family: jev
hf_model,WIlfLin/JEV-Qwen3.8-27B-NVFP4-Runtime,https://huggingface.co/WIlfLin/JEV-Qwen3.8-27B-NVFP4-Runtime,2026-09-22T06:25:03.000Z,2026-09-22T07:58:31.000Z,0,0,,,"---
license: apache-2.0
base_model: RadixArk/Qwen3.8-27B-NVFP4
pipeline_tag: text-classification
tags:
- custom-code
- decision-model
- qwen3_5_text
- nvfp4
---

# JEV-Qwen3.8-27B-NVFP4 Runtime

A Jev-style closed-choice runtime over unchanged upstream Qwen3.8-27B mixed NVFP4/FP8 weights. This relea",include_model,typed decision implementation
hf_model,Omarmahmoud83/jevlite,https://huggingface.co/Omarmahmoud83/jevlite,2026-09-22T07:20:21.000Z,2026-09-22T07:20:39.000Z,0,0,,,,include_model,known decision model family: jev
hf_model,WIlfLin/JEV-Qwen3.8-Flash-Next-Linear-Runtime,https://huggingface.co/WIlfLin/JEV-Qwen3.8-Flash-Next-Linear-Runtime,2026-09-22T07:30:10.000Z,2026-09-22T19:41:53.000Z,0,0,,,"---
license: other
license_name: qwen-community-1.0
license_link: LICENSE
base_model: primitive-ai/Qwen3.8-Flash-Next-mixed-NVFP4-FP8
pipeline_tag: visual-question-answering
tags:
- custom-code
- decision-model
- nvfp4
- bf16
- vllm
- multimodal
- image-text-to-text
---

# JEV Qwen3.8 Flash Next 180",include_model,known decision model family: jev
hf_model,sshalimov04/open-jev-base,https://huggingface.co/sshalimov04/open-jev-base,2026-09-22T07:38:45.000Z,2026-09-22T07:39:12.000Z,0,0,,,"---
library_name: transformers
pipeline_tag: text-classification
base_model: jhu-clsp/mmBERT-small
license: mit
language: [en, ru]
tags: [open-jev, distillation, cross-encoder, calibrated]
---

# open-jev-base (base-none-v2)

A **pointwise cross-encoder**: one forward pass scores one `(question, opt",include_model,known decision model family: jev
hf_model,Jeuner/jev-maboto,https://huggingface.co/Jeuner/jev-maboto,2026-09-22T08:06:48.000Z,2026-09-22T08:07:35.000Z,0,0,,,"---
license: apache-2.0
base_model: mlx-community/Qwen3-1.7B-4bit
tags:
  - lora
  - mlx
  - decision-model
  - jev
  - product-categorization
  - german
language:
  - de
---

# jev-maboto: Qwen3-1.7B LoRA für Produktkategorisierung

LoRA-Adapter für [Qwen3-1.7B](https://huggingface.co/mlx-community",include_model,known decision model family: jev
hf_model,jsaurabh/qwen3.5-9b-jev-data-mix-v2,https://huggingface.co/jsaurabh/qwen3.5-9b-jev-data-mix-v2,2026-09-22T08:46:13.000Z,2026-09-22T17:05:57.000Z,38,0,,,"---
base_model: Qwen/Qwen3.5-9B
library_name: peft
pipeline_tag: text-classification
license: apache-2.0
tags:
- peft
- lora
- qwen
- decision-model
- candidate-scoring
- jevbench
---

# Qwen3.5-9B Jev-like Data Mix v2

This repository contains a LoRA adapter trained on `Qwen/Qwen3.5-9B` for typed d",include_model,known decision model family: jev
hf_model,guzus/jev-nyotti,https://huggingface.co/guzus/jev-nyotti,2026-09-22T09:46:25.000Z,2026-09-22T10:25:03.000Z,22,0,,,"---
license: apache-2.0
library_name: peft
base_model: Qwen/Qwen3.5-4B
base_model_relation: adapter
language:
- en
tags:
- lora
- unsloth
- qwen3_5
- finance
- research
model-index:
- name: jev-nyotti
  results: []
---
# jev-nyotti (jev뇨띠)

A **rank-16 LoRA adapter for Qwen3.5-4B**, trained on 4,096",include_model,known decision model family: jev
hf_model,gionebeats/Open-Jev-2B,https://huggingface.co/gionebeats/Open-Jev-2B,2026-09-22T13:21:13.000Z,2026-09-22T13:21:14.000Z,0,0,,,"---
license: apache-2.0
base_model: Qwen/Qwen3.5-2B
base_model_relation: adapter
library_name: peft
tags:
- open-jev
- qwen3.5
- lora
- non-generative
- typed-decisions
---

# Open-Jev-2B

**A trained LoRA adapter and scalar decision head for Qwen/Qwen3.5-2B.** This repository contains the completed",include_model,known decision model family: jev
hf_model,JonusNattapong/jev-my-bro-th960,https://huggingface.co/JonusNattapong/jev-my-bro-th960,2026-09-22T13:59:13.000Z,2026-09-22T14:47:56.000Z,0,0,,,"---
language:
- th
license: apache-2.0
library_name: laya
pipeline_tag: text-classification
base_model:
- convaiinnovations/laya-multilingual
datasets:
- JonusNattapong/jev-my-bro-dataset-th960
tags:
- thai
- governance
- safety
- risk-classification
- rlcd
model-index:
- name: Jev laya-th960
  resu",include_model,known decision model family: jev
hf_model,Praveenrajus/jevify-qwen3.5-4b-t2-lowlr,https://huggingface.co/Praveenrajus/jevify-qwen3.5-4b-t2-lowlr,2026-09-22T19:58:02.000Z,2026-09-22T19:58:08.000Z,0,0,,,"---
library_name: jevify
pipeline_tag: text-classification
tags: [jevify, system-one, decision-model, calibration, jev]
base_model: Qwen/Qwen3.5-4B
license: apache-2.0
datasets: [Praveenrajus/jev-bench]
---

# jevify-qwen3.5-4b-t2-lowlr

A **System One decision model**: it does not write ",include_model,known decision model family: jev
hf_model,vigneshlabs/ballot-jev-0.5b,https://huggingface.co/vigneshlabs/ballot-jev-0.5b,2026-09-22T20:44:50.000Z,2026-09-22T21:52:03.000Z,0,0,,,"---
license: apache-2.0
base_model: Qwen/Qwen2.5-0.5B
tags:
  - decision-model
  - typed-decisions
  - text-classification
  - zero-shot-classification
  - permutation-invariance
  - calibration
  - cpu
library_name: pytorch
pipeline_tag: zero-shot-classification
---

# ballot-jev-0.5b

**A small ty",include_model,known decision model family: jev
hf_model,asjson/jevson-4b-01,https://huggingface.co/asjson/jevson-4b-01,2026-09-23T01:06:47.000Z,2026-09-23T01:11:01.000Z,18,0,,,"---
license: apache-2.0
base_model: Qwen/Qwen3-4B
library_name: peft
pipeline_tag: text-classification
tags: [asjson, jevson, decision-model, structured-extraction, json-schema, calibrated, lora, qwen3]
---

# jevson-4b-01

The first public adapter behind [asjson](https://asjson.dev). You send a **J",include_model,known decision model family: jev
hf_model,SUPER321/jevflash-doom-basic-0.6b,https://huggingface.co/SUPER321/jevflash-doom-basic-0.6b,2026-09-23T01:14:12.000Z,2026-09-24T09:29:12.000Z,14,0,,,"---
license: apache-2.0
base_model: Qwen/Qwen3-0.6B-Base
tags:
  - vizdoom
  - reinforcement-learning-adjacent
  - decision-model
  - behavior-cloning
pipeline_tag: text-generation
---

# JevFlash: Doom Basic Decision Model (0.6B)

A from-scratch replica of [NanoJev](https://github.com/TianyuCodings",include_model,known decision model family: jev
hf_model,0xSojalSec/Jev-Omni,https://huggingface.co/0xSojalSec/Jev-Omni,2026-09-23T01:20:11.000Z,2026-09-23T01:20:11.000Z,0,0,,,"---
license: apache-2.0
base_model: google/gemma-4-12B-it
library_name: transformers
model_name: Jev-Omni
tags: [text-classification, multimodal, merged]
---
# Jev-Omni

A multimodal decision classifier for **text, images, audio and video**. Supply a question and options; receive a probability for e",include_model,typed decision implementation
hf_model,junetask/Open-Jev-9B,https://huggingface.co/junetask/Open-Jev-9B,2026-09-23T02:00:48.000Z,2026-09-23T02:00:48.000Z,0,0,,,"---
license: apache-2.0
base_model: Qwen/Qwen3.5-9B
base_model_relation: adapter
library_name: peft
tags:
- open-jev
- qwen3.5
- lora
- non-generative
- typed-decisions
---

# Open-Jev-9B

**A trained LoRA adapter and scalar decision head for Qwen/Qwen3.5-9B.** This repository contains the completed",include_model,known decision model family: jev
hf_model,guzus/jev-nyotti-action,https://huggingface.co/guzus/jev-nyotti-action,2026-09-23T04:18:04.000Z,2026-09-23T07:15:41.000Z,0,0,,,"---
license: apache-2.0
tags: [trading, imitation-learning, educational, gradient-boosting]
---
# jev-nyotti-action (ACTION_V7) — educational experiment

A per-state gradient-boosting policy that imitates the **first execution action in the next 15
minutes** (hold / open_long / open_short / add / re",include_model,known decision model family: jev
hf_model,JonusNattapong/jev-my-bro-th1200,https://huggingface.co/JonusNattapong/jev-my-bro-th1200,2026-09-23T04:59:42.000Z,2026-09-23T08:33:01.000Z,0,0,,,"---
language:
- th
license: apache-2.0
library_name: laya
pipeline_tag: text-classification
base_model:
- convaiinnovations/laya-multilingual
datasets:
- JonusNattapong/jev-my-bro-dataset-th1200
tags:
- thai
- governance
- safety
- risk-classification
- rlcd
- fast-path
- dynamic-quantization
model-",include_model,known decision model family: jev
hf_model,lokinfey/Qwen3_5_0.8B_jev,https://huggingface.co/lokinfey/Qwen3_5_0.8B_jev,2026-09-23T07:50:15.000Z,2026-09-23T07:50:28.000Z,16,0,,,"---
base_model: Qwen/Qwen3.5-0.8B
base_model_relation: finetune
datasets:
- n4ze3m/typed-decisions-synth
language:
- en
license: apache-2.0
library_name: onnxruntime
pipeline_tag: text-classification
tags:
- onnx
- onnxruntime-genai
- microsoft-olive
- peft
- lora
- qwen3.5
- typed-decisions
---

# ",include_model,known decision model family: jev
hf_model,xuhaodev/Qwen3-1.7B-Jev,https://huggingface.co/xuhaodev/Qwen3-1.7B-Jev,2026-09-23T13:34:41.000Z,2026-09-24T08:24:29.000Z,0,0,,,"---
license: apache-2.0
language:
- zh
base_model: Qwen/Qwen3-1.7B
base_model_relation: adapter
pipeline_tag: text-classification
tags:
- qwen3
- peft
- lora
- typed-decisions
- non-generative
- calibration
---

# Qwen3-1.7B-Jev

A structured decision model based on **Qwen3-1.7B**, published by **xu",include_model,known decision model family: jev
hf_model,soyrsoyr/jev-playground-rlcd,https://huggingface.co/soyrsoyr/jev-playground-rlcd,2026-09-23T14:07:32.000Z,2026-09-23T18:34:48.000Z,4,0,,,"---
license: mit
base_model: MoritzLaurer/deberta-v3-large-zeroshot-v2.0
tags:
- calibration
- zero-shot-classification
- system-one
- synthetic
- rlcd
- text-classification
language:
- en
library_name: transformers
pipeline_tag: text-classification
---

# jev-playground-rlcd

A calibrated decision ",include_model,known decision model family: jev
hf_model,chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-v2,https://huggingface.co/chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-v2,2026-09-23T16:16:34.000Z,2026-09-23T22:16:19.000Z,832,0,,,"---
license: apache-2.0
language:
- en
library_name: transformers
pipeline_tag: text-generation
base_model: Qwen/Qwen3.5-2B-Base
base_model_relation: finetune
tags:
- decision-model
- classification
- calibration
- qwen3.5
- jev-style
- single-prefill
---
# Jev-Style-Qwen3.5-2B-Decision v2 (HF BF16)",include_model,known decision model family: jev
hf_model,chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-v2-MLX-bf16,https://huggingface.co/chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-v2-MLX-bf16,2026-09-23T16:18:41.000Z,2026-09-23T22:16:21.000Z,894,0,,,"---
license: apache-2.0
language:
- en
library_name: mlx
pipeline_tag: text-generation
base_model: chaoliangUNSW/Jev-Style-Qwen3.5-2B-Decision-v2
base_model_relation: finetune
tags:
- decision-model
- classification
- calibration
- qwen3.5
- jev-style
- single-prefill
---
# Jev-Style-Qwen3.5-2B-Deci",include_model,known decision model family: jev
hf_model,wwydmanski/bielik-minitron-jev-v0.1,https://huggingface.co/wwydmanski/bielik-minitron-jev-v0.1,2026-09-23T17:44:45.000Z,2026-09-23T18:12:22.000Z,0,0,,,"---
license: apache-2.0
base_model: speakleash/Bielik-Minitron-7B-v3.0-Instruct
library_name: any2jev
tags: [any2jev, system-one, decision-model, jev, calibration, lora]
pipeline_tag: text-classification
---

# bielik-minitron-jev-v0.1

A Jev-style System One decision model made with [any2jev](https",include_model,known decision model family: jev
hf_model,lostargon/Tiny-Jev-1.7B,https://huggingface.co/lostargon/Tiny-Jev-1.7B,2026-09-23T17:57:13.000Z,2026-09-23T21:02:54.000Z,39,0,,,"---
license: apache-2.0
base_model: Qwen/Qwen3-1.7B
language:
  - en
pipeline_tag: text-classification
library_name: transformers
tags:
  - jev
  - system-one
  - open-jev
  - decision-model
  - calibrated
  - routing
  - classification
  - guardrails
  - non-autoregressive
---

# Tiny-Jev-1.7B

**A",include_model,known decision model family: jev
hf_model,fukayatti0/jev-japanese-judgment,https://huggingface.co/fukayatti0/jev-japanese-judgment,2026-09-23T18:56:38.000Z,2026-09-23T18:56:45.000Z,0,0,,,"---
license: other
license_name: lfm1.0
license_link: https://huggingface.co/LiquidAI/LFM2.5-1.2B-JP-202606/blob/main/LICENSE
base_model: LiquidAI/LFM2.5-1.2B-JP-202606
language:
- ja
tags:
- jev
- judgment
- classification
- lora
- peft
---

# fukayatti0/jev-japanese-judgment

LiquidAI/LFM2.5-1.2B-",include_model,known decision model family: jev
hf_model,JonesLin/next-jev-stage1-cot,https://huggingface.co/JonesLin/next-jev-stage1-cot,2026-09-23T19:03:23.000Z,2026-09-23T19:05:04.000Z,0,0,,,"---
base_model: Qwen/Qwen3.5-0.8B
tags: [next-jev, workspace-reasoning, cot]
---

# next JEV stage 1 (CoT-only) checkpoint

Stage 1 of two-stage next JEV training: Qwen3.5-0.8B with a recurrent latent workspace,
trained only on the cross-attention CoT auxiliary loss (`stage1_objective: cot_only`).
U",include_model,known decision model family: jev
hf_model,wwydmanski/bielik-minitron-jev-v0.2,https://huggingface.co/wwydmanski/bielik-minitron-jev-v0.2,2026-09-23T19:33:07.000Z,2026-09-23T20:06:18.000Z,0,0,,,"---
license: apache-2.0
base_model: speakleash/Bielik-Minitron-7B-v3.0-Instruct
library_name: any2jev
tags: [any2jev, system-one, decision-model, jev, calibration, lora]
pipeline_tag: text-classification
---

# bielik-minitron-jev-v0.2

A Jev-style System One decision model made with [any2jev](https",include_model,known decision model family: jev
hf_model,JonesLin/next-jev-stage2-last-loop,https://huggingface.co/JonesLin/next-jev-stage2-last-loop,2026-09-23T21:49:03.000Z,2026-09-23T21:50:39.000Z,0,0,,,"---
base_model: Qwen/Qwen3.5-0.8B
tags: [next-jev, workspace-reasoning, nli, cot]
---

# next JEV stage 2, last-loop supervision (mid-training checkpoint)

Stage 2 (3-way NLI classification + CoT) where only the last reasoning loop gets the
classification CE and the CoT loss (`classification_loss_sc",include_model,known decision model family: jev
hf_model,SargeDev/Jev_Qwen3.8-27B,https://huggingface.co/SargeDev/Jev_Qwen3.8-27B,2026-09-24T00:06:49.000Z,2026-09-24T00:18:57.000Z,8,0,,,"---
license: apache-2.0
base_model: huihui-ai/Huihui-Qwen3.8-27B-abliterated
tags:
- qwen3.8
- 27b
- calibrated-judgment
- decision-engine
- distillation
- qlora
- lora
- uncensored
datasets:
- SargeDev/jev-distill-corpus-v3
language:
- en
---

# Jev_Qwen3.8-27B

A full bf16 merge of **huihui-ai/Hui",include_model,known decision model family: jev
hf_model,ramgpt/Jev_Qwen3.8-27B-GGUF,https://huggingface.co/ramgpt/Jev_Qwen3.8-27B-GGUF,2026-09-24T02:25:21.000Z,2026-09-24T03:01:12.000Z,10,0,,,"---
license: apache-2.0
base_model: SargeDev/Jev_Qwen3.8-27B
tags:
- gguf
- qwen3.8
- qwen3_5
- llama.cpp
- calibrated-judgment
- decision-engine
---

# Jev_Qwen3.8-27B-GGUF

GGUF quantization of SargeDev/Jev_Qwen3.8-27B.

## Available quant

- Jev_Qwen3.8-27B-Q4_K_M.gguf — Q4_K_M, about 15.8 GiB, 4",include_model,known decision model family: jev
hf_model,guoan1/jev-qwen35-08b,https://huggingface.co/guoan1/jev-qwen35-08b,2026-09-24T02:29:03.000Z,2026-09-24T02:29:30.000Z,0,1,,,"---
license: apache-2.0
base_model: Qwen/Qwen3.5-0.8B-Base
tags:
  - decision-model
  - lora
  - peft
  - calibration
  - system-one
  - qwen3.5
---

# jev08 — Typed Decision Model (LoRA adapter)

> **Unofficial community fine-tune.** Not affiliated with Alibaba/Qwen or the
> Open-Jev authors. Base ",include_model,typed decision implementation
hf_model,SargeDev/Jev_Qwen3.8-27B-NVFP4-FP8,https://huggingface.co/SargeDev/Jev_Qwen3.8-27B-NVFP4-FP8,2026-09-24T03:03:11.000Z,2026-09-24T03:08:19.000Z,8,0,,,"---
license: apache-2.0
base_model: SargeDev/Jev_Qwen3.8-27B
base_model_relation: quantized
tags:
- qwen3.8
- 27b
- nvfp4
- fp8
- mixed-precision
- calibrated-judgment
- decision-engine
- dgx-spark
- gb10
- uncensored
datasets:
- SargeDev/jev-distill-corpus-v3
language:
- en
---

# Jev_Qwen3.8-27B-N",include_model,known decision model family: jev
hf_model,Rydward98/Jev-Omni,https://huggingface.co/Rydward98/Jev-Omni,2026-09-24T03:35:22.000Z,2026-09-24T03:35:22.000Z,0,0,,,"---
license: apache-2.0
base_model: google/gemma-4-12B-it
library_name: transformers
model_name: Jev-Omni
tags: [text-classification, multimodal, merged]
---
# Jev-Omni

A multimodal decision classifier for **text, images, audio and video**. Supply a question and options; receive a probability for e",include_model,typed decision implementation
hf_model,wwydmanski/bielik-minitron-jev-v0.3,https://huggingface.co/wwydmanski/bielik-minitron-jev-v0.3,2026-09-24T05:35:31.000Z,2026-09-24T05:45:48.000Z,0,0,,,"---
license: apache-2.0
base_model: speakleash/Bielik-Minitron-7B-v3.0-Instruct
library_name: any2jev
tags: [any2jev, system-one, decision-model, jev, calibration, lora]
pipeline_tag: text-classification
---

# bielik-minitron-jev-v0.3

A Jev-style System One decision model made with [any2jev](https",include_model,known decision model family: jev
hf_model,VTXAI/VTX-JEV-1,https://huggingface.co/VTXAI/VTX-JEV-1,2026-09-24T06:12:56.000Z,2026-09-24T06:26:45.000Z,0,0,,,"---
license: apache-2.0
library_name: transformers
tags:
  - system-one
  - jev
  - decision-model
  - typed-decisions
  - 4-bit
  - lf4
  - calibrated-probabilities
  - noul
  - choice
  - score
---

# VTXAI/VTX-JEV-1

`VTX-JEV-1` is a 12.66M-parameter, non-autoregressive System 1 decision model. I",include_model,typed decision implementation
hf_model,joyfox/Qwen3.5-0.8B-JEV,https://huggingface.co/joyfox/Qwen3.5-0.8B-JEV,2026-09-24T07:52:51.000Z,2026-09-24T07:54:33.000Z,0,0,,,"---
license: apache-2.0
base_model: Qwen/Qwen3.5-0.8B
library_name: transformers
language:
  - en
  - zh
  - multilingual
tags:
  - qwen3.5
  - decision-model
  - classification
  - knowledge-distillation
---

# Qwen3.5-0.8B-JEV

This is a compact decision model derived from Qwen3.5-0.8B. It accepts",include_model,known decision model family: jev
hf_model,convaiinnovations/laya,https://huggingface.co/convaiinnovations/laya,2026-09-18T05:05:55.000Z,2026-09-24T05:39:22.000Z,0,3297,,,"---
license: apache-2.0
library_name: transformers
pipeline_tag: text-classification
tags: [laya, system-one, calibrated-decisions, rlcd, classification, routing, scoring, guardrails, moderation, reinforcement-learning, commercial-use]
---

# Laya

**Multilingual, non-autoregressive System 1 decisio",include_model,known decision model family: laya
hf_model,convaiinnovations/laya-multilingual,https://huggingface.co/convaiinnovations/laya-multilingual,2026-09-19T03:23:34.000Z,2026-09-24T05:39:24.000Z,0,239,,,"---
license: apache-2.0
library_name: transformers
pipeline_tag: text-classification
language: [multilingual, en, de, fr, es, pt, it, nl, sv, da, nb, ru, pl, tr, ar, he, fa, ur, hi, bn, ta, te, kn, ml, th, vi, id, ms, tl, ja, ko, zh, el, hu, fi, ro, sq, sl, sw, af, cy, am, hy, ka, km, my, mn, lv, is",include_model,known decision model family: laya
hf_model,aac6fef/laya-mlx,https://huggingface.co/aac6fef/laya-mlx,2026-09-19T14:11:30.000Z,2026-09-19T16:38:19.000Z,0,82,,,"---
license: apache-2.0
library_name: mlx
pipeline_tag: text-classification
base_model: convaiinnovations/laya
language:
- en
tags:
- mlx
- laya
- modernbert
- apple-silicon
- decision-model
---

# laya-mlx

Native **MLX FP16** conversion of [convaiinnovations/laya](https://huggingface.co/convaiinno",include_model,known decision model family: laya
hf_model,FluidInference/laya-coreml,https://huggingface.co/FluidInference/laya-coreml,2026-09-21T04:25:15.000Z,2026-09-22T04:43:35.000Z,201,35,,,"---
license: apache-2.0
library_name: coreml
pipeline_tag: text-classification
base_model: convaiinnovations/laya
base_model_relation: quantized
tags:
  - coreml
  - laya
  - apple-silicon
  - neural-engine
  - decision-model
  - fluidaudio
---

# laya-coreml

Core ML conversion of **laya-multilingu",include_model,known decision model family: laya
hf_model,thaitea/laya-vision,https://huggingface.co/thaitea/laya-vision,2026-09-19T15:16:25.000Z,2026-09-24T05:35:32.000Z,0,24,,,"---
license: cc-by-nc-sa-4.0
base_model: HuggingFaceTB/SmolVLM-256M-Instruct
library_name: laya
pipeline_tag: visual-question-answering
datasets:
- HuggingFaceM4/the_cauldron
- MMInstruction/VLFeedback
- HuggingFaceM4/A-OKVQA
- derek-thomas/ScienceQA
- lmms-lab-encoder/VQAv2
language:
- en
tags:
- l",include_model,known decision model family: laya
hf_model,mys/laya-GGUF,https://huggingface.co/mys/laya-GGUF,2026-09-20T15:54:02.000Z,2026-09-20T16:07:32.000Z,3495,15,,,"---
license: apache-2.0
base_model: convaiinnovations/laya
tags:
  - ggmlc
  - gguf
  - laya
  - jev
  - modernbert
  - decision
  - system-1
language:
  - en
---

# Laya English GGUF (ggmlc)

**English System 1 decision model** compiled from [convaiinnovations/laya](https://hugging",include_model,known decision model family: laya
hf_model,aac6fef/laya-multilingual-mlx,https://huggingface.co/aac6fef/laya-multilingual-mlx,2026-09-19T14:11:31.000Z,2026-09-19T16:38:24.000Z,0,12,,,"---
license: apache-2.0
library_name: mlx
pipeline_tag: text-classification
base_model: convaiinnovations/laya-multilingual
tags:
- multilingual
- mlx
- laya
- modernbert
- apple-silicon
- decision-model
---

# laya-multilingual-mlx

Native **MLX FP16** conversion of [convaiinnovations/laya-multilin",include_model,known decision model family: laya
hf_model,cklxx/laya-browser,https://huggingface.co/cklxx/laya-browser,2026-09-21T00:12:48.000Z,2026-09-23T09:16:44.000Z,0,13,,,"---
license: apache-2.0
base_model: convaiinnovations/laya
language:
- en
- multilingual
tags:
- laya
- system-1
- browser-agent
- web-navigation
- decision-model
- modernbert
- mind2web
- tilelang
datasets:
- osunlp/Mind2Web
---

# laya-browser — laya fine-tuned as a browser-agent decision head (dr",include_model,known decision model family: laya
hf_model,Mattepiu/laya-onnx,https://huggingface.co/Mattepiu/laya-onnx,2026-09-18T09:22:02.000Z,2026-09-18T10:45:13.000Z,0,12,,,"---
license: apache-2.0
base_model: convaiinnovations/laya
tags:
  - onnx
---

# ONNX Export of convaiinnovations/laya

This is an ONNX-converted version of [convaiinnovations/laya](https://huggingface.co/convaiinnovations/laya).

## 🚀 Quickstart & Usage

This model is a non-autoregressive decision ",include_model,known decision model family: laya
hf_model,aac6fef/laya-multilingual-coreml-ane,https://huggingface.co/aac6fef/laya-multilingual-coreml-ane,2026-09-20T03:22:57.000Z,2026-09-20T03:23:07.000Z,435,9,,,"---
license: apache-2.0
library_name: coreml
pipeline_tag: text-classification
base_model: convaiinnovations/laya-multilingual
tags:
- coreml
- laya
- apple-silicon
- decision-model
- local-ai
- neural-engine
---

# laya-multilingual-coreml-ane

**Laya typed decisions on Apple Silicon, using CPU + N",include_model,typed decision implementation
hf_model,mys/laya-multilingual-GGUF,https://huggingface.co/mys/laya-multilingual-GGUF,2026-09-20T16:06:41.000Z,2026-09-20T16:16:03.000Z,5554,9,,,"---
license: apache-2.0
base_model: convaiinnovations/laya-multilingual
tags:
  - ggmlc
  - gguf
  - laya
  - jev
  - mmbert
  - multilingual
  - decision
  - system-1
language:
  - multilingual
---

# Laya Multilingual GGUF (ggmlc)

**Multilingual System 1 decision model** compile",include_model,known decision model family: laya
hf_model,ShaunSpark/laya-mind2web-browser-agent,https://huggingface.co/ShaunSpark/laya-mind2web-browser-agent,2026-09-18T22:14:33.000Z,2026-09-18T22:19:14.000Z,105,5,,,"---
language: en
library_name: pytorch
license: apache-2.0
tags:
- browser-automation
- web-agents
- decision-model
- mind2web
- laya
base_model: convaiinnovations/laya
---

# Laya Fine-Tuned for Browser Automation (Mind2Web)

This is a fine-tuned version of the [Laya](https://huggingface.co/convaii",include_model,known decision model family: laya
hf_model,Weidows/laya-multilingual-GGUF,https://huggingface.co/Weidows/laya-multilingual-GGUF,2026-09-21T04:03:22.000Z,2026-09-21T07:36:34.000Z,1936,5,,,"---
license: apache-2.0
library_name: llama.cpp
pipeline_tag: text-classification
base_model: convaiinnovations/laya-multilingual
base_model_relation: quantized
language:
- multilingual
tags:
- gguf
- llama.cpp
- laya
- mmbert
- system-one
- text-classification
---

# laya-multilingual GGUF

GGUF co",include_model,known decision model family: laya
hf_model,sevenreasons/laya-onnx-fp16,https://huggingface.co/sevenreasons/laya-onnx-fp16,2026-09-19T18:19:54.000Z,2026-09-19T20:52:42.000Z,0,4,,,"---
license: apache-2.0
library_name: onnxruntime
base_model: convaiinnovations/laya
tags:
  - onnx
  - onnxruntime
  - fp16
  - decision-model
  - laya
---

# Laya ONNX FP16

FP16 ONNX Runtime export of [`convaiinnovations/laya`](https://huggingface.co/convaiinnovations/laya).

Selected numerically",include_model,known decision model family: laya
hf_model,aac6fef/laya-coreml,https://huggingface.co/aac6fef/laya-coreml,2026-09-20T03:22:22.000Z,2026-09-20T03:22:36.000Z,118,4,,,"---
license: apache-2.0
library_name: coreml
pipeline_tag: text-classification
base_model: convaiinnovations/laya
tags:
- coreml
- laya
- apple-silicon
- decision-model
- local-ai
- modernbert
---

# laya-coreml

**Laya typed decisions on Apple Silicon, using CPU + GPU.**
This is a portable Core ML ",include_model,typed decision implementation
hf_model,aac6fef/laya-multilingual-coreml,https://huggingface.co/aac6fef/laya-multilingual-coreml,2026-09-20T03:22:41.000Z,2026-09-20T03:22:52.000Z,317,4,,,"---
license: apache-2.0
library_name: coreml
pipeline_tag: text-classification
base_model: convaiinnovations/laya-multilingual
tags:
- coreml
- laya
- apple-silicon
- decision-model
- local-ai
- modernbert
---

# laya-multilingual-coreml

**Laya typed decisions on Apple Silicon, using CPU + GPU.**
T",include_model,typed decision implementation
hf_model,mizchi/laya-multilingual-onnx,https://huggingface.co/mizchi/laya-multilingual-onnx,2026-09-20T09:39:49.000Z,2026-09-20T12:00:20.000Z,0,4,,,"---
license: apache-2.0
base_model: convaiinnovations/laya-multilingual
library_name: onnxruntime
tags:
  - onnx
  - onnxruntime-web
  - webgpu
  - typed-decisions
  - laya
---

# Laya multilingual — ONNX (float16)

ONNX export of [convaiinnovations/laya-multilingual](https://huggingface.co/convaiin",include_model,known decision model family: laya
