kind,term,id,created
datasets,jev,ctaxnagomi/DGUI_HYPERMEM-JEV,2026-09-19
datasets,jev,AndeyTait/JevForge-Mind2Web,2026-09-19
datasets,jev,Nebulaw1/jev-legal-judgment-tests,2026-09-20
datasets,jev,emretheus/jev-rag-benchmark,2026-09-20
datasets,jev,JonusNattapong/jev-my-bro-dataset,2026-09-21
datasets,jev,egetheengineer/jevcraft,2026-09-21
datasets,jev,clduab11/jev-calibration-statistics,2026-09-21
datasets,jev,marcmagn1/jev-alt-systemone-eval,2026-09-21
datasets,jev,Jevanleeuwen/textile-samples,2026-09-21
datasets,jev,JonesLin/next-jev-phase1-accepted,2026-09-22
datasets,jev,JonesLin/next-jev-stage1-multi-model-cot,2026-09-23
datasets,jev,JonesLin/next-jev-stage2-merged-verified-20260923,2026-09-23
datasets,jev,yehor-oleksiuk/bonzi-vs-jev-wanli256,2026-09-23
datasets,jev,soyrsoyr/jev-playground-rlcd-v0,2026-09-23
datasets,jev,JonesLin/next-jev-stage2-nextjev,2026-09-23
datasets,jev,sujalgawas/jev-1min-stock-bars,2026-09-23
datasets,jev,JonesLin/next-jev-tetris-decisions-10k,2026-09-24
datasets,jev,KikiNLP/CanITrustYou-Jev,2026-09-24
datasets,jev,liliruli/jev-api-article-assets,2026-09-24
datasets,jev,TriadParty/jevm-news,2026-09-24
datasets,jev,JanerasGate/jev-distill-corpus-v3,2026-09-24
datasets,jev,kishida/jev-bench,2026-09-24
datasets,jev,JonesLin/next-jev-choice-cot-200k,2026-09-24
datasets,jev,erol4/jev-qc-clips,2026-09-24
datasets,jev,FrontiersMind/jev-labelled-data-temp,2026-09-24
datasets,decider,TuringCorp/poe-decider-recorded-cases,2026-09-22
datasets,system-one,roskosmos19/SystemOne,2026-09-19
datasets,system-one,dylantom2012/open-system-one-bench,2026-09-21
datasets,system-one,pngwn/system-one-decisions,2026-09-16
datasets,system-one,DavidHatley/system-one-mini-data,2026-09-16
datasets,system-one,pngwn/typed-decisions-v2-system-one,2026-09-16
datasets,system-one,dwidlee/systemone-lite-general,2026-09-19
datasets,system-one,shreyanbr/system-one-training-pairs,2026-09-19
datasets,system-one,dwidlee/systemone-lite-phase2,2026-09-20
datasets,system-one,kaivoss/system-one-270m-data,2026-09-21
datasets,typed-decision,LocalLLaMA/typed-decisions,2026-09-16
datasets,typed-decision,n4ze3m/typed-decisions-synth,2026-09-20
datasets,typed-decision,tasksource/procedural-typed-decisions,2026-09-23
datasets,typed-decision,pngwn/typed-decisions,2026-09-16
datasets,typed-decision,pngwn/typed-decisions-v2,2026-09-16
datasets,typed-decision,pngwn/typed-decisions-causal-experiment,2026-09-16
datasets,typed-decision,com-kotobalabs/typed-decisions-repo-governance,2026-09-19
datasets,typed-decision,com-kotobalabs/typed-decisions-code-holes,2026-09-19
datasets,typed-decision,SamuelChien821/typed-decision-bench,2026-09-20
datasets,typed-decision,telepatia-ai/typed-decisions-pt-es,2026-09-22
datasets,typed-decision,AirsideLabs/notam-typed-decisions,2026-09-23
datasets,typed-decision,canbingol/mmlu_typed_decision,2026-09-23
datasets,this-that,limberc/this-that-spatial-bench,2026-09-19
datasets,this-that,limberc/this-that-complex-decisions,2026-09-22
